DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
31R005,P.S. 005 Huguenot,2014-15,245,0,70,36,42,41,26,30,0,0,0,0,0,0,0,122,49.8%,123,50.2%,4,1.6%,2,0.8%,22,9.0%,0,0.0%,217,88.6%,55,22.4%,0,0.0%,49,20.0%,14.6%
31R005,P.S. 005 Huguenot,2015-16,256,0,47,68,33,42,40,26,0,0,0,0,0,0,0,135,52.7%,121,47.3%,3,1.2%,1,0.4%,18,7.0%,0,0.0%,234,91.4%,58,22.7%,1,0.4%,46,18.0%,13.8%
31R005,P.S. 005 Huguenot,2016-17,281,0,39,55,70,36,42,39,0,0,0,0,0,0,0,142,50.5%,139,49.5%,5,1.8%,2,0.7%,21,7.5%,1,0.4%,252,89.7%,61,21.7%,4,1.4%,60,21.4%,16.9%
31R005,P.S. 005 Huguenot,2017-18,302,0,54,40,54,74,38,42,0,0,0,0,0,0,0,155,51.3%,147,48.7%,4,1.3%,1,0.3%,23,7.6%,2,0.7%,272,90.1%,69,22.8%,3,1.0%,75,24.8%,22.1%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2013-14,757,35,100,97,115,128,141,141,0,0,0,0,0,0,0,366,48.3%,391,51.7%,21,2.8%,5,0.7%,83,11.0%,14,1.8%,634,83.8%,190,25.1%,23,3.0%,304,40.2%,
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2014-15,688,36,99,98,92,110,117,136,0,0,0,0,0,0,0,331,48.1%,357,51.9%,17,2.5%,5,0.7%,73,10.6%,17,2.5%,576,83.7%,180,26.2%,15,2.2%,252,36.6%,23.9%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2015-16,631,36,91,92,94,93,111,114,0,0,0,0,0,0,0,297,47.1%,334,52.9%,19,3.0%,3,0.5%,73,11.6%,13,2.1%,523,82.9%,173,27.4%,18,2.9%,229,36.3%,24.2%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2016-17,575,35,63,95,87,90,91,114,0,0,0,0,0,0,0,278,48.3%,297,51.7%,16,2.8%,2,0.3%,77,13.4%,11,1.9%,469,81.6%,165,28.7%,15,2.6%,216,37.6%,24.4%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2017-18,547,43,76,64,95,91,87,91,0,0,0,0,0,0,0,250,45.7%,297,54.3%,7,1.3%,3,0.5%,99,18.1%,11,2.0%,427,78.1%,166,30.3%,17,3.1%,216,39.5%,31.0%
31R007,I.S. 007 Elias Bernstein,2013-14,1210,0,0,0,0,0,0,0,403,409,398,0,0,0,0,636,52.6%,574,47.4%,64,5.3%,6,0.5%,86,7.1%,5,0.4%,1049,86.7%,166,13.7%,12,1.0%,400,33.1%,
31R007,I.S. 007 Elias Bernstein,2014-15,1234,0,0,0,0,0,0,0,416,403,415,0,0,0,0,636,51.5%,598,48.5%,57,4.6%,8,0.6%,93,7.5%,5,0.4%,1071,86.8%,190,15.4%,9,0.7%,437,35.4%,23.1%
31R007,I.S. 007 Elias Bernstein,2015-16,1190,0,0,0,0,0,0,0,384,399,407,0,0,0,0,611,51.3%,579,48.7%,52,4.4%,9,0.8%,79,6.6%,7,0.6%,1043,87.6%,194,16.3%,9,0.8%,412,34.6%,20.9%
31R007,I.S. 007 Elias Bernstein,2016-17,1165,0,0,0,0,0,0,0,377,389,399,0,0,0,0,595,51.1%,570,48.9%,55,4.7%,5,0.4%,84,7.2%,14,1.2%,1007,86.4%,193,16.6%,10,0.9%,405,34.8%,20.2%
31R007,I.S. 007 Elias Bernstein,2017-18,1163,0,0,0,0,0,0,0,400,370,393,0,0,0,0,591,50.8%,572,49.2%,64,5.5%,7,0.6%,108,9.3%,18,1.5%,966,83.1%,205,17.6%,11,0.9%,427,36.7%,26.6%
31R008,P.S. 8 Shirlee Solomon,2013-14,550,35,128,112,68,78,55,74,0,0,0,0,0,0,0,265,48.2%,285,51.8%,31,5.6%,15,2.7%,69,12.5%,3,0.5%,432,78.5%,131,23.8%,4,0.7%,208,37.8%,
31R008,P.S. 8 Shirlee Solomon,2014-15,554,30,94,127,111,65,72,55,0,0,0,0,0,0,0,252,45.5%,302,54.5%,34,6.1%,14,2.5%,67,12.1%,4,0.7%,435,78.5%,123,22.2%,11,2.0%,199,35.9%,25.4%
31R008,P.S. 8 Shirlee Solomon,2015-16,556,18,85,93,112,110,66,72,0,0,0,0,0,0,0,262,47.1%,294,52.9%,35,6.3%,9,1.6%,75,13.5%,5,0.9%,432,77.7%,116,20.9%,9,1.6%,193,34.7%,24.6%
31R008,P.S. 8 Shirlee Solomon,2016-17,591,18,86,92,103,116,107,69,0,0,0,0,0,0,0,273,46.2%,318,53.8%,44,7.4%,8,1.4%,86,14.6%,5,0.8%,448,75.8%,115,19.5%,9,1.5%,198,33.5%,23.3%
31R008,P.S. 8 Shirlee Solomon,2017-18,601,17,83,86,94,105,114,102,0,0,0,0,0,0,0,280,46.6%,321,53.4%,55,9.2%,8,1.3%,92,15.3%,7,1.2%,439,73.0%,114,19.0%,17,2.8%,211,35.1%,31.5%
31R009,Naples Street Elementary School,2013-14,87,36,51,0,0,0,0,0,0,0,0,0,0,0,0,44,50.6%,43,49.4%,7,8.0%,18,20.7%,22,25.3%,1,1.1%,39,44.8%,19,21.8%,2,2.3%,39,44.8%,
31R009,Naples Street Elementary School,2014-15,152,36,56,60,0,0,0,0,0,0,0,0,0,0,0,73,48.0%,79,52.0%,9,5.9%,19,12.5%,45,29.6%,5,3.3%,74,48.7%,45,29.6%,5,3.3%,70,46.1%,37.3%
31R009,Naples Street Elementary School,2015-16,216,36,56,65,59,0,0,0,0,0,0,0,0,0,0,111,51.4%,105,48.6%,13,6.0%,28,13.0%,59,27.3%,6,2.8%,110,50.9%,57,26.4%,2,0.9%,95,44.0%,32.8%
31R009,Naples Street Elementary School,2016-17,262,36,35,65,68,58,0,0,0,0,0,0,0,0,0,123,46.9%,139,53.1%,14,5.3%,44,16.8%,73,27.9%,8,3.1%,123,46.9%,67,25.6%,2,0.8%,105,40.1%,32.2%
31R009,Naples Street Elementary School,2017-18,298,36,36,47,63,64,52,0,0,0,0,0,0,0,0,145,48.7%,153,51.3%,20,6.7%,47,15.8%,78,26.2%,5,1.7%,148,49.7%,77,25.8%,2,0.7%,122,40.9%,40.6%
31R010,Fort Hill Collaborative Elementary School,2014-15,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,23,37.1%,39,62.9%,5,8.1%,21,33.9%,32,51.6%,0,0.0%,4,6.5%,17,27.4%,21,33.9%,58,93.5%,86.7%
31R010,Fort Hill Collaborative Elementary School,2015-16,95,0,40,55,0,0,0,0,0,0,0,0,0,0,0,40,42.1%,55,57.9%,10,10.5%,27,28.4%,52,54.7%,1,1.1%,5,5.3%,22,23.2%,24,25.3%,90,94.7%,86.1%
31R010,Fort Hill Collaborative Elementary School,2016-17,146,0,49,43,54,0,0,0,0,0,0,0,0,0,0,64,43.8%,82,56.2%,11,7.5%,40,27.4%,82,56.2%,6,4.1%,7,4.8%,49,33.6%,42,28.8%,135,92.5%,82.0%
31R010,Fort Hill Collaborative Elementary School,2017-18,165,0,39,40,44,42,0,0,0,0,0,0,0,0,0,81,49.1%,84,50.9%,16,9.7%,44,26.7%,87,52.7%,4,2.4%,14,8.5%,62,37.6%,44,26.7%,148,89.7%,88.0%
31R011,P.S. 11 Thomas Dongan School,2013-14,275,18,40,50,36,44,30,57,0,0,0,0,0,0,0,126,45.8%,149,54.2%,16,5.8%,45,16.4%,107,38.9%,5,1.8%,102,37.1%,71,25.8%,18,6.5%,212,77.1%,
31R011,P.S. 11 Thomas Dongan School,2014-15,282,33,43,45,50,33,45,33,0,0,0,0,0,0,0,135,47.9%,147,52.1%,19,6.7%,42,14.9%,117,41.5%,4,1.4%,100,35.5%,67,23.8%,29,10.3%,215,76.2%,54.4%
31R011,P.S. 11 Thomas Dongan School,2015-16,280,29,45,38,46,44,38,40,0,0,0,0,0,0,0,138,49.3%,142,50.7%,23,8.2%,44,15.7%,112,40.0%,3,1.1%,98,35.0%,63,22.5%,31,11.1%,217,77.5%,54.4%
31R011,P.S. 11 Thomas Dongan School,2016-17,286,26,47,45,38,49,45,36,0,0,0,0,0,0,0,135,47.2%,151,52.8%,23,8.0%,49,17.1%,117,40.9%,6,2.1%,91,31.8%,65,22.7%,40,14.0%,209,73.1%,53.3%
31R011,P.S. 11 Thomas Dongan School,2017-18,314,33,45,46,54,41,48,47,0,0,0,0,0,0,0,143,45.5%,171,54.5%,37,11.8%,57,18.2%,118,37.6%,6,1.9%,96,30.6%,66,21.0%,43,13.7%,232,73.9%,66.0%
31R013,P.S. 013 M. L. Lindemeyer,2013-14,854,36,119,153,143,120,144,139,0,0,0,0,0,0,0,427,50.0%,427,50.0%,122,14.3%,141,16.5%,356,41.7%,18,2.1%,217,25.4%,187,21.9%,123,14.4%,506,59.3%,
31R013,P.S. 013 M. L. Lindemeyer,2014-15,861,34,128,127,160,142,132,138,0,0,0,0,0,0,0,452,52.5%,409,47.5%,117,13.6%,145,16.8%,371,43.1%,24,2.8%,204,23.7%,190,22.1%,126,14.6%,510,59.2%,61.6%
31R013,P.S. 013 M. L. Lindemeyer,2015-16,853,18,127,138,129,169,143,129,0,0,0,0,0,0,0,429,50.3%,424,49.7%,124,14.5%,138,16.2%,378,44.3%,27,3.2%,186,21.8%,206,24.2%,115,13.5%,465,54.5%,58.6%
31R013,P.S. 013 M. L. Lindemeyer,2016-17,881,18,132,147,140,135,165,144,0,0,0,0,0,0,0,435,49.4%,446,50.6%,150,17.0%,130,14.8%,387,43.9%,25,2.8%,189,21.5%,209,23.7%,158,17.9%,475,53.9%,56.5%
31R013,P.S. 013 M. L. Lindemeyer,2017-18,881,18,134,138,151,145,132,163,0,0,0,0,0,0,0,442,50.2%,439,49.8%,172,19.5%,130,14.8%,381,43.2%,24,2.7%,174,19.8%,209,23.7%,162,18.4%,573,65.0%,67.9%
31R016,P.S. 016 John J. Driscoll,2013-14,730,30,109,107,107,112,109,156,0,0,0,0,0,0,0,369,50.5%,361,49.5%,35,4.8%,183,25.1%,408,55.9%,7,1.0%,97,13.3%,179,24.5%,199,27.3%,695,95.2%,
31R016,P.S. 016 John J. Driscoll,2014-15,620,29,55,117,97,109,105,108,0,0,0,0,0,0,0,299,48.2%,321,51.8%,34,5.5%,136,21.9%,366,59.0%,4,0.6%,80,12.9%,169,27.3%,166,26.8%,596,96.1%,80.4%
31R016,P.S. 016 John J. Driscoll,2015-16,617,50,69,60,110,108,111,109,0,0,0,0,0,0,0,304,49.3%,313,50.7%,35,5.7%,171,27.7%,339,54.9%,9,1.5%,63,10.2%,182,29.5%,143,23.2%,593,96.1%,77.8%
31R016,P.S. 016 John J. Driscoll,2016-17,557,54,58,70,73,105,96,101,0,0,0,0,0,0,0,284,51.0%,273,49.0%,30,5.4%,144,25.9%,329,59.1%,5,0.9%,49,8.8%,171,30.7%,148,26.6%,545,97.8%,80.7%
31R016,P.S. 016 John J. Driscoll,2017-18,522,51,73,52,69,76,100,101,0,0,0,0,0,0,0,268,51.3%,254,48.7%,31,5.9%,154,29.5%,293,56.1%,7,1.3%,37,7.1%,152,29.1%,136,26.1%,514,98.5%,90.1%
31R018,P.S. 018 John G. Whittier,2013-14,617,54,110,98,83,91,94,87,0,0,0,0,0,0,0,266,43.1%,351,56.9%,20,3.2%,254,41.2%,295,47.8%,7,1.1%,41,6.6%,206,33.4%,33,5.3%,494,80.1%,
31R018,P.S. 018 John G. Whittier,2014-15,637,53,118,103,86,100,89,88,0,0,0,0,0,0,0,284,44.6%,353,55.4%,19,3.0%,284,44.6%,286,44.9%,10,1.6%,38,6.0%,238,37.4%,34,5.3%,523,82.1%,84.1%
31R018,P.S. 018 John G. Whittier,2015-16,622,45,108,109,92,85,93,90,0,0,0,0,0,0,0,283,45.5%,339,54.5%,22,3.5%,270,43.4%,286,46.0%,10,1.6%,34,5.5%,239,38.4%,40,6.4%,526,84.6%,85.9%
31R018,P.S. 018 John G. Whittier,2016-17,575,36,111,100,83,90,73,82,0,0,0,0,0,0,0,281,48.9%,294,51.1%,21,3.7%,254,44.2%,264,45.9%,14,2.4%,22,3.8%,212,36.9%,41,7.1%,496,86.3%,87.8%
31R018,P.S. 018 John G. Whittier,2017-18,573,36,104,105,90,80,80,78,0,0,0,0,0,0,0,267,46.6%,306,53.4%,25,4.4%,256,44.7%,257,44.9%,15,2.6%,20,3.5%,209,36.5%,36,6.3%,516,90.1%,93.0%
31R019,P.S. 019 The Curtis School,2013-14,624,36,100,121,96,87,87,97,0,0,0,0,0,0,0,309,49.5%,315,50.5%,35,5.6%,105,16.8%,398,63.8%,19,3.0%,67,10.7%,120,19.2%,101,16.2%,437,70.0%,
31R019,P.S. 019 The Curtis School,2014-15,622,36,95,107,109,100,93,82,0,0,0,0,0,0,0,305,49.0%,317,51.0%,27,4.3%,96,15.4%,417,67.0%,18,2.9%,64,10.3%,117,18.8%,107,17.2%,447,71.9%,74.5%
31R019,P.S. 019 The Curtis School,2015-16,657,35,106,108,105,107,102,94,0,0,0,0,0,0,0,332,50.5%,325,49.5%,28,4.3%,104,15.8%,449,68.3%,21,3.2%,55,8.4%,135,20.5%,113,17.2%,474,72.1%,73.7%
31R019,P.S. 019 The Curtis School,2016-17,629,35,99,110,90,86,110,99,0,0,0,0,0,0,0,317,50.4%,312,49.6%,33,5.2%,82,13.0%,442,70.3%,21,3.3%,51,8.1%,153,24.3%,126,20.0%,438,69.6%,71.2%
31R019,P.S. 019 The Curtis School,2017-18,591,36,78,96,97,94,84,106,0,0,0,0,0,0,0,304,51.4%,287,48.6%,32,5.4%,69,11.7%,423,71.6%,22,3.7%,45,7.6%,161,27.2%,115,19.5%,498,84.3%,81.6%
31R020,P.S. 020 Port Richmond,2013-14,500,0,67,113,80,84,77,79,0,0,0,0,0,0,0,247,49.4%,253,50.6%,1,0.2%,77,15.4%,388,77.6%,6,1.2%,28,5.6%,134,26.8%,205,41.0%,489,97.8%,
31R020,P.S. 020 Port Richmond,2014-15,487,0,59,91,95,78,90,74,0,0,0,0,0,0,0,253,52.0%,234,48.0%,3,0.6%,67,13.8%,380,78.0%,7,1.4%,30,6.2%,162,33.3%,202,41.5%,475,97.5%,86.1%
31R020,P.S. 020 Port Richmond,2015-16,492,0,64,67,103,93,74,91,0,0,0,0,0,0,0,237,48.2%,255,51.8%,4,0.8%,63,12.8%,387,78.7%,8,1.6%,30,6.1%,177,36.0%,189,38.4%,481,97.8%,84.1%
31R020,P.S. 020 Port Richmond,2016-17,482,0,61,79,81,97,89,75,0,0,0,0,0,0,0,234,48.5%,248,51.5%,3,0.6%,72,14.9%,372,77.2%,10,2.1%,25,5.2%,176,36.5%,187,38.8%,472,97.9%,85.3%
31R020,P.S. 020 Port Richmond,2017-18,464,0,64,77,70,77,95,81,0,0,0,0,0,0,0,230,49.6%,234,50.4%,2,0.4%,79,17.0%,353,76.1%,11,2.4%,19,4.1%,176,37.9%,179,38.6%,446,96.1%,91.7%
31R021,P.S. 21 Margaret Emery-Elm Park,2013-14,434,0,56,77,73,84,68,76,0,0,0,0,0,0,0,201,46.3%,233,53.7%,12,2.8%,82,18.9%,276,63.6%,9,2.1%,55,12.7%,153,35.3%,85,19.6%,337,77.6%,
31R021,P.S. 21 Margaret Emery-Elm Park,2014-15,404,0,58,60,77,70,71,68,0,0,0,0,0,0,0,189,46.8%,215,53.2%,7,1.7%,83,20.5%,233,57.7%,0,0.0%,81,20.0%,145,35.9%,74,18.3%,302,74.8%,77.3%
31R021,P.S. 21 Margaret Emery-Elm Park,2015-16,405,0,63,64,68,70,71,69,0,0,0,0,0,0,0,192,47.4%,213,52.6%,7,1.7%,99,24.4%,236,58.3%,1,0.2%,62,15.3%,135,33.3%,69,17.0%,303,74.8%,77.0%
31R021,P.S. 21 Margaret Emery-Elm Park,2016-17,380,0,49,65,62,62,72,70,0,0,0,0,0,0,0,176,46.3%,204,53.7%,2,0.5%,92,24.2%,236,62.1%,3,0.8%,47,12.4%,128,33.7%,74,19.5%,286,75.3%,77.6%
31R021,P.S. 21 Margaret Emery-Elm Park,2017-18,367,0,49,53,66,62,66,71,0,0,0,0,0,0,0,182,49.6%,185,50.4%,4,1.1%,99,27.0%,220,59.9%,5,1.4%,39,10.6%,130,35.4%,60,16.3%,294,80.1%,84.1%
31R022,P.S. 022 Graniteville,2013-14,1055,36,179,171,158,160,174,177,0,0,0,0,0,0,0,546,51.8%,509,48.2%,78,7.4%,264,25.0%,578,54.8%,22,2.1%,113,10.7%,239,22.7%,123,11.7%,910,86.3%,
31R022,P.S. 022 Graniteville,2014-15,1067,35,177,177,159,177,159,183,0,0,0,0,0,0,0,564,52.9%,503,47.1%,72,6.7%,247,23.1%,598,56.0%,28,2.6%,122,11.4%,245,23.0%,140,13.1%,920,86.2%,67.3%
31R022,P.S. 022 Graniteville,2015-16,1042,18,171,189,172,151,178,163,0,0,0,0,0,0,0,547,52.5%,495,47.5%,74,7.1%,246,23.6%,572,54.9%,29,2.8%,121,11.6%,248,23.8%,150,14.4%,920,88.3%,66.1%
31R022,P.S. 022 Graniteville,2016-17,1018,18,128,181,179,168,162,182,0,0,0,0,0,0,0,523,51.4%,495,48.6%,76,7.5%,256,25.1%,555,54.5%,28,2.8%,103,10.1%,250,24.6%,168,16.5%,860,84.5%,65.3%
31R022,P.S. 022 Graniteville,2017-18,983,18,149,135,183,178,164,156,0,0,0,0,0,0,0,497,50.6%,486,49.4%,72,7.3%,236,24.0%,548,55.7%,32,3.3%,95,9.7%,246,25.0%,171,17.4%,863,87.8%,78.5%
31R023,P.S. 023 Richmondtown,2013-14,497,29,83,78,64,85,73,85,0,0,0,0,0,0,0,243,48.9%,254,51.1%,11,2.2%,11,2.2%,77,15.5%,5,1.0%,393,79.1%,140,28.2%,13,2.6%,185,37.2%,
31R023,P.S. 023 Richmondtown,2014-15,504,27,87,87,80,63,86,74,0,0,0,0,0,0,0,248,49.2%,256,50.8%,16,3.2%,8,1.6%,81,16.1%,6,1.2%,393,78.0%,141,28.0%,13,2.6%,178,35.3%,25.6%
31R023,P.S. 023 Richmondtown,2015-16,516,36,83,80,82,85,62,88,0,0,0,0,0,0,0,259,50.2%,257,49.8%,15,2.9%,7,1.4%,87,16.9%,8,1.6%,399,77.3%,148,28.7%,9,1.7%,166,32.2%,23.3%
31R023,P.S. 023 Richmondtown,2016-17,528,36,87,92,83,86,84,60,0,0,0,0,0,0,0,278,52.7%,250,47.3%,20,3.8%,6,1.1%,86,16.3%,8,1.5%,408,77.3%,142,26.9%,22,4.2%,181,34.3%,24.2%
31R023,P.S. 023 Richmondtown,2017-18,564,35,91,85,98,84,87,84,0,0,0,0,0,0,0,299,53.0%,265,47.0%,35,6.2%,7,1.2%,92,16.3%,11,2.0%,419,74.3%,143,25.4%,27,4.8%,209,37.1%,28.9%
31R024,I.S. 024 Myra S. Barnes,2013-14,1387,0,0,0,0,0,0,0,439,467,481,0,0,0,0,645,46.5%,742,53.5%,48,3.5%,17,1.2%,160,11.5%,11,0.8%,1151,83.0%,260,18.7%,23,1.7%,581,41.9%,
31R024,I.S. 024 Myra S. Barnes,2014-15,1371,0,0,0,0,0,0,0,448,455,468,0,0,0,0,661,48.2%,710,51.8%,43,3.1%,20,1.5%,150,10.9%,13,0.9%,1145,83.5%,294,21.4%,23,1.7%,489,35.7%,26.5%
31R024,I.S. 024 Myra S. Barnes,2015-16,1290,0,0,0,0,0,0,0,385,454,451,0,0,0,0,610,47.3%,680,52.7%,43,3.3%,16,1.2%,149,11.6%,11,0.9%,1071,83.0%,291,22.6%,27,2.1%,440,34.1%,25.6%
31R024,I.S. 024 Myra S. Barnes,2016-17,1298,0,0,0,0,0,0,0,453,387,458,0,0,0,0,636,49.0%,662,51.0%,50,3.9%,19,1.5%,179,13.8%,11,0.8%,1039,80.0%,319,24.6%,27,2.1%,511,39.4%,26.7%
31R024,I.S. 024 Myra S. Barnes,2017-18,1267,0,0,0,0,0,0,0,424,460,383,0,0,0,0,602,47.5%,665,52.5%,64,5.1%,15,1.2%,188,14.8%,13,1.0%,987,77.9%,311,24.5%,33,2.6%,553,43.6%,32.3%
31R026,P.S. 026 The Carteret School,2013-14,211,34,42,24,25,29,28,29,0,0,0,0,0,0,0,109,51.7%,102,48.3%,15,7.1%,8,3.8%,72,34.1%,6,2.8%,110,52.1%,52,24.6%,12,5.7%,118,55.9%,
31R026,P.S. 026 The Carteret School,2014-15,222,26,42,38,27,25,29,35,0,0,0,0,0,0,0,117,52.7%,105,47.3%,21,9.5%,9,4.1%,81,36.5%,6,2.7%,105,47.3%,46,20.7%,16,7.2%,128,57.7%,36.1%
31R026,P.S. 026 The Carteret School,2015-16,236,18,45,48,38,29,28,30,0,0,0,0,0,0,0,127,53.8%,109,46.2%,20,8.5%,10,4.2%,81,34.3%,5,2.1%,120,50.8%,54,22.9%,21,8.9%,121,51.3%,34.0%
31R026,P.S. 026 The Carteret School,2016-17,242,18,45,43,47,34,28,27,0,0,0,0,0,0,0,133,55.0%,109,45.0%,25,10.3%,5,2.1%,78,32.2%,4,1.7%,130,53.7%,54,22.3%,23,9.5%,116,47.9%,26.6%
31R026,P.S. 026 The Carteret School,2017-18,264,18,44,48,43,46,39,26,0,0,0,0,0,0,0,139,52.7%,125,47.3%,30,11.4%,8,3.0%,85,32.2%,6,2.3%,135,51.1%,52,19.7%,34,12.9%,129,48.9%,39.8%
31R027,I.S. 027 Anning S. Prall,2013-14,1129,0,0,0,0,0,0,0,371,387,371,0,0,0,0,537,47.6%,592,52.4%,121,10.7%,245,21.7%,454,40.2%,22,1.9%,287,25.4%,282,25.0%,72,6.4%,798,70.7%,
31R027,I.S. 027 Anning S. Prall,2014-15,1114,0,0,0,0,0,0,0,345,376,393,0,0,0,0,548,49.2%,566,50.8%,124,11.1%,251,22.5%,434,39.0%,27,2.4%,278,25.0%,267,24.0%,62,5.6%,756,67.9%,53.7%
31R027,I.S. 027 Anning S. Prall,2015-16,1038,0,0,0,0,0,0,0,319,342,377,0,0,0,0,498,48.0%,540,52.0%,102,9.8%,244,23.5%,414,39.9%,19,1.8%,259,25.0%,242,23.3%,55,5.3%,702,67.6%,54.7%
31R027,I.S. 027 Anning S. Prall,2016-17,1004,0,0,0,0,0,0,0,321,325,358,0,0,0,0,503,50.1%,501,49.9%,100,10.0%,241,24.0%,400,39.8%,10,1.0%,253,25.2%,225,22.4%,56,5.6%,735,73.2%,54.4%
31R027,I.S. 027 Anning S. Prall,2017-18,1005,0,0,0,0,0,0,0,350,325,330,0,0,0,0,495,49.3%,510,50.7%,90,9.0%,220,21.9%,409,40.7%,14,1.4%,272,27.1%,245,24.4%,67,6.7%,728,72.4%,64.7%
31R028,The Eagle Academy for Young Men of Staten Island,2014-15,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0.0%,62,100.0%,4,6.5%,34,54.8%,19,30.6%,0,0.0%,5,8.1%,21,33.9%,2,3.2%,45,72.6%,69.6%
31R028,The Eagle Academy for Young Men of Staten Island,2015-16,127,0,0,0,0,0,0,0,68,59,0,0,0,0,0,0,0.0%,127,100.0%,11,8.7%,66,52.0%,39,30.7%,2,1.6%,9,7.1%,49,38.6%,4,3.1%,100,78.7%,63.2%
31R028,The Eagle Academy for Young Men of Staten Island,2016-17,192,0,0,0,0,0,0,0,67,66,59,0,0,0,0,0,0.0%,192,100.0%,15,7.8%,98,51.0%,60,31.3%,4,2.1%,15,7.8%,59,30.7%,13,6.8%,137,71.4%,62.0%
31R028,The Eagle Academy for Young Men of Staten Island,2017-18,253,0,0,0,0,0,0,0,85,60,68,40,0,0,0,0,0.0%,253,100.0%,12,4.7%,123,48.6%,88,34.8%,6,2.4%,24,9.5%,86,34.0%,14,5.5%,209,82.6%,73.8%
31R029,P.S. 029 Bardwell,2013-14,784,18,103,122,137,128,125,151,0,0,0,0,0,0,0,384,49.0%,400,51.0%,108,13.8%,70,8.9%,138,17.6%,8,1.0%,460,58.7%,129,16.5%,25,3.2%,357,45.5%,
31R029,P.S. 029 Bardwell,2014-15,744,18,106,99,131,137,132,121,0,0,0,0,0,0,0,349,46.9%,395,53.1%,110,14.8%,60,8.1%,157,21.1%,10,1.3%,407,54.7%,136,18.3%,19,2.6%,338,45.4%,30.9%
31R029,P.S. 029 Bardwell,2015-16,701,16,96,100,98,131,130,130,0,0,0,0,0,0,0,324,46.2%,377,53.8%,110,15.7%,60,8.6%,153,21.8%,11,1.6%,367,52.4%,133,19.0%,23,3.3%,328,46.8%,31.4%
31R029,P.S. 029 Bardwell,2016-17,689,16,104,109,101,97,130,132,0,0,0,0,0,0,0,315,45.7%,374,54.3%,112,16.3%,59,8.6%,152,22.1%,19,2.8%,347,50.4%,135,19.6%,38,5.5%,349,50.7%,31.0%
31R029,P.S. 029 Bardwell,2017-18,644,16,98,99,118,91,92,130,0,0,0,0,0,0,0,292,45.3%,352,54.7%,117,18.2%,51,7.9%,140,21.7%,20,3.1%,316,49.1%,122,18.9%,44,6.8%,338,52.5%,43.4%
31R030,P.S. 030 Westerleigh,2013-14,809,18,134,136,112,132,146,131,0,0,0,0,0,0,0,402,49.7%,407,50.3%,53,6.6%,23,2.8%,169,20.9%,11,1.4%,553,68.4%,178,22.0%,35,4.3%,313,38.7%,
31R030,P.S. 030 Westerleigh,2014-15,792,18,134,136,122,116,126,140,0,0,0,0,0,0,0,398,50.3%,394,49.7%,43,5.4%,23,2.9%,178,22.5%,19,2.4%,529,66.8%,195,24.6%,36,4.5%,291,36.7%,28.0%
31R030,P.S. 030 Westerleigh,2015-16,786,18,134,135,130,126,117,126,0,0,0,0,0,0,0,387,49.2%,399,50.8%,50,6.4%,19,2.4%,179,22.8%,21,2.7%,517,65.8%,181,23.0%,47,6.0%,276,35.1%,27.0%
31R030,P.S. 030 Westerleigh,2016-17,812,18,140,147,132,131,128,116,0,0,0,0,0,0,0,401,49.4%,411,50.6%,55,6.8%,21,2.6%,200,24.6%,25,3.1%,511,62.9%,190,23.4%,65,8.0%,278,34.2%,26.4%
31R030,P.S. 030 Westerleigh,2017-18,822,18,132,147,146,128,132,119,0,0,0,0,0,0,0,398,48.4%,424,51.6%,69,8.4%,20,2.4%,204,24.8%,32,3.9%,497,60.5%,190,23.1%,61,7.4%,292,35.5%,31.3%
31R031,P.S. 031 William T. Davis,2013-14,465,18,69,84,80,78,64,72,0,0,0,0,0,0,0,212,45.6%,253,54.4%,3,0.6%,241,51.8%,178,38.3%,13,2.8%,30,6.5%,135,29.0%,30,6.5%,395,84.9%,
31R031,P.S. 031 William T. Davis,2014-15,453,35,73,59,87,67,68,64,0,0,0,0,0,0,0,204,45.0%,249,55.0%,2,0.4%,225,49.7%,186,41.1%,17,3.8%,23,5.1%,135,29.8%,26,5.7%,397,87.6%,88.9%
31R031,P.S. 031 William T. Davis,2015-16,465,33,60,81,71,88,61,71,0,0,0,0,0,0,0,224,48.2%,241,51.8%,1,0.2%,242,52.0%,182,39.1%,21,4.5%,19,4.1%,127,27.3%,18,3.9%,388,83.4%,86.7%
31R031,P.S. 031 William T. Davis,2016-17,418,29,66,58,65,63,77,60,0,0,0,0,0,0,0,201,48.1%,217,51.9%,4,1.0%,194,46.4%,179,42.8%,23,5.5%,18,4.3%,121,28.9%,26,6.2%,369,88.3%,89.1%
